id,url,domain
14458,https://www.dailymail.co.uk/sport/football/article-15323911/Newcastle-United-fans-attacked-Marseille-tear-gas.html,dailymail.co.uk
14459,https://www.dailymail.co.uk/news/article-15323909/palestine-action-activist-fractures-female-police-officers-spine-sledgehammer-raid-weapons-factory.html,dailymail.co.uk
14460,https://www.dailymail.co.uk/wires/aap/article-15323905/Youth-facility-improved-despite-rooftop-stand-off.html,dailymail.co.uk
14461,https://www.dailymail.co.uk/tvshowbiz/article-15323903/Andy-Carroll-ex-Billi-Mucklow-Essex-home-8million-sale.html,dailymail.co.uk
14462,https://www.dailymail.co.uk/tvshowbiz/article-15323897/Danny-Dyer-sparks-fresh-feud-Im-Celebritys-Joel-Dommett-makes-pointed-remark-ITV-presenter.html,dailymail.co.uk
14463,https://www.dailymail.co.uk/tvshowbiz/article-15323887/Jeff-Braziers-estranged-wife-Kate-lets-steam-irrepressibly-raunchy-Las-Vegas-stage-bemoans-planets-retrograde-wake-split-presenter.html,dailymail.co.uk
14464,https://www.dailymail.co.uk/news/article-15323885/Stepchildren-veterinary-tycoon-win-court-battle-aides-8-2million-fortune-labelled-entitled-spoilt-brats.html,dailymail.co.uk
14465,https://www.dailymail.co.uk/travel/article-15323881/world-coolest-streets-revealed.html,dailymail.co.uk
14466,https://www.dailymail.co.uk/travel/article-15323879/cheapest-dates-fly-ones-avoid-travel-experts.html,dailymail.co.uk
14467,https://www.dailymail.co.uk/travel/article-15323877/tourists-warned-not-visit-popular-destinations-locals-dont-want.html,dailymail.co.uk
14468,https://www.dailymail.co.uk/tv/article-15323867/Im-Celebrity-fans-dingo-dollars-disappear.html,dailymail.co.uk
14469,https://www.dailymail.co.uk/wires/pa/article-15323859/Domino-s-boss-steps-launching-strategy-shift-chicken.html,dailymail.co.uk
14470,https://www.dailymail.co.uk/sport/boxing/article-15323851/Eddie-Hearn-reveals-incredible-weight-loss-Anthony-Joshua-undergo-just-three-weeks-fit-fight-Jake-Paul.html,dailymail.co.uk
14471,https://www.dailymail.co.uk/tvshowbiz/article-15323843/Jeff-Braziers-split-wife-Kate-bitter-feuds-legal-woes-mental-health-issues-family-apart.html,dailymail.co.uk
14472,https://www.dailymail.co.uk/tv/article-15323841/Im-Celebrity-panic-fans-Vogue-Williams-bandages.html,dailymail.co.uk
14473,https://www.dailymail.co.uk/tv/article-15323839/im-celeb-tom-read-wilson-different-voice.html,dailymail.co.uk
14474,https://www.dailymail.co.uk/wires/pa/article-15323837/Reeves-calls-Labour-unity-ahead-eve-tax-raising-Budget.html,dailymail.co.uk
14475,https://www.dailymail.co.uk/sport/cricket/article-15323835/Graham-Thorpes-widow-says-alive-cricket-family-supported-England-sacking-left-teetering-edge-suicide-aged-55.html,dailymail.co.uk
